"GEN","Composite_GEBV","Composite_Observed","MGIDI","Composite_TrueBV"
"SP256",-0.811413176480723,-0.719230003779346,4.41969250622963,-1.07998090311214
"SP257",-0.85629415041934,-0.820571739299607,4.76227839934768,-0.693040374611885
"SP258",-0.32561166733376,0.108575052591853,4.38512830845253,-0.00733975151984855
"SP259",-0.741031766954844,-0.700067506282654,5.09678803584647,-0.818039482104093
"SP260",-0.156428575686103,0.0437367931074335,3.15336163476559,-0.0480248833718622
"SP261",0.0457125569893484,0.417204028528419,2.77377455666745,-0.159941616303319
"SP262",-0.520477551720473,0.169277304652204,3.37387601942365,-0.333389806724878
"SP263",-0.152172786139206,-0.934313529434681,4.49392591471781,-0.602915783812548
"SP264",0.0168791163392669,0.186906381705915,2.84606428048835,0.599913204849285
"SP265",0.131970889026902,-0.163098498864381,2.36008957416467,0.410170783396742
"SP266",0.660669411058193,0.468445471882276,3.42642209378334,0.455394561534552
"SP267",-0.302104198811798,0.027462302006518,3.92315727954484,-0.218202998127744
"SP268",0.373012788754989,0.353008507066172,2.0134022506827,0.934554272232225
"SP269",-0.358581005405598,-0.335035309969142,3.25868158043449,-0.0169906912369395
"SP270",0.380579261343068,0.397601617769114,1.85886960095666,-0.160768725654918
"SP271",0.0517881066289603,0.166091343503762,2.19013955817196,0.0291674284055256
"SP272",0.279142510034741,0.154403765130928,3.66484076127886,-0.313066286204162
"SP273",-0.336418487786504,-0.773801573748496,4.73933532745205,-0.616896711275942
"SP274",-0.558143124475547,-0.202937641606682,4.10939771582775,-0.00101667155129248
"SP275",0.471963568020069,0.624634034171988,2.20805628235067,0.51413681418419
"SP276",0.0622139920538388,-0.193789283358014,4.9418746499191,-0.0563560349505045
"SP277",0.220616900228861,-0.117871539398775,3.60128859021141,-0.393255284419117
"SP278",-0.735517523666701,-0.462256013022325,4.52844963052037,-0.20314757286387
"SP279",0.685205943984563,-0.286628538921017,4.13244168772991,0.191035680899365
"SP280",-0.270081876455642,0.393449895607721,3.13732565497343,0.0541138531039958
"SP281",-0.0608344138425455,0.74037779512477,2.16316458348745,0.898662985182743
"SP282",0.361214971133342,0.138807684571057,1.77149874970382,0.102797076377041
"SP283",-0.120094034087641,0.440077286677923,3.50143089064768,-0.348226472198797
"SP284",-0.2910950505486,-0.456081500812558,3.78275107423575,-0.443105448352362
"SP285",-0.57497896580495,0.0286843102787573,2.20474137568496,0.366039734393949
"SP286",0.0956482621414297,-0.00504075361516428,2.33365699555214,0.24794834017766
"SP287",-0.165439681703734,0.513318344089966,1.93973613870051,-0.0183690089238328
"SP288",0.41824185528302,0.258540883542036,3.00348843955048,-0.0182568145587763
"SP289",-0.0721390153835421,0.202982102556468,3.52193358352422,0.343254133737928
"SP290",-0.212949538829109,-0.722607846471903,3.2146502690021,-1.2149865690901
"SP291",1.14878582802337,0.173994249901102,2.26349684248441,0.442390512623277
"SP292",-1.15696005016795,-0.37239022040704,2.91496154863071,-0.797018881697154
"SP293",-0.0751500710171717,-0.134845180311635,3.84965385741881,0.0240878388573915
"SP294",0.190863200872975,-0.458171191910326,2.89814442752552,-0.0321185726686452
"SP295",-0.0526313202921298,-0.38688113067045,4.51764255595083,-0.271421142826899
"SP296",-0.276652737409081,0.120533725757919,2.55331867038563,-0.0950014508283862
"SP297",-0.505725955842112,0.109451108291394,2.67819048814656,-0.461473312151235
"SP298",-0.318114622239074,0.0239834077319127,2.81602916965252,-0.269715712084715
"SP299",0.765065184915111,1.21534862502378,1.29029378167046,0.479384893086902
"SP300",0.241224951053306,0.30171953286726,3.68409072954481,0.413239920952711
"SP301",-0.136579490269875,0.53564381590162,1.71397047024461,0.460066229395682
"SP302",-0.483811939960786,0.112267958729093,4.12228587898651,-0.388704215236829
"SP303",0.471964430435709,0.509063289897588,1.78060252722714,0.155860208111937
"SP304",0.0696685553239803,0.199750721728719,2.15672308738204,0.584803641993753
"SP305",0.120142115247477,0.527475471298044,2.01052521946031,-0.349390128451716
"SP306",-0.772462093957538,-0.593646945160822,4.96571505846583,-0.157077174743642
"SP307",-0.204906922360447,-0.538480859718338,2.6099624471041,-0.374342532728871
"SP308",0.871386505234132,0.0241667741141247,2.52267227439235,0.864440190720086
"SP309",-0.103808986518185,0.734979789876411,2.52532826518845,0.290527972148582
"SP310",-0.0234574058104935,0.0691386501189976,3.83844074935678,-0.0498864688132592
"SP311",0.228777599391522,-0.0423886983392197,3.81545951241714,-0.10307013244527
"SP312",0.0911690053909809,0.0287092391453343,4.7841817749456,0.324316769663187
"SP313",0.614121306257261,0.444512184289963,3.81856808094868,0.60384084362167
"SP314",-0.371705787959532,0.251926516355108,3.11163703531418,0.277167980643023
"SP315",-0.569557766813835,-0.725712365455049,2.99040258885893,-0.542519221470842
